kd_obat,product_type,price_tier,total_revenue,total_gross_margin,avg_margin_pct,transaction_lines,unique_transactions
AI-1581,Generic,Mid,2182905.0,7333.5,10.648351068043185,66,66
AI-0161,Generic,Mid,2169264.9849999994,68305.85500000004,22.647957935397223,65,65
R-2468,Branded,Mid,2154448.0,246103.0,26.644107105207652,306,306
AI-1349,Generic,Low,2154354.05,16391.35,35.89164784459351,146,146
R-4818,Branded,High,2150500.0,89250.0,21.0,17,17
R-1985,Branded,High,2147750.0,329200.0,33.55128205128205,78,78
R-2475,Branded,Premium,2145000.0,195000.0,37.5,2,2
AI-1296,Generic,High,2143684.8899999997,416199.44,34.31892633564869,92,92
AI-0409,Generic,Mid,2140031.0,53691.5,35.794333333333334,20,20
R-4197,Branded,High,2131834.0,559928.0,37.30987839413625,29,29
R-0065,Branded,Mid,2120437.18456,37966.978160000006,34.39599849308489,126,126
AI-0090,Generic,Mid,2112598.085,46856.170000000006,31.507949211131614,91,91
AI-0162,Generic,Mid,2108928.0,47235.0,26.06788079470199,302,302
R-1565,Branded,High,2101149.5,265469.75,35.707348430750734,65,65
R-5283,Branded,Mid,2097360.0,27672.0,37.344129554655815,57,57
R-2163,Branded,Premium,2088000.0,169000.0,19.36111111111111,6,6
R-1469,Branded,Mid,2085600.0,4740.0,37.5,2,2
AI-1169,Generic,Low,2080631.0499999998,48599.15000000008,33.7081304152238,897,895
R-2427,Branded,Premium,2076114.375,550768.375,36.12482502933107,20,20
AI-1457,Generic,High,2072162.0,276081.0,36.32644736842106,16,16
AI-1316,Generic,Mid,2070766.5,19125.55,36.19781802796468,26,26
R-1230,Branded,Mid,2068073.0,107926.0,29.423664122137403,131,131
R-1752,Branded,High,2061451.0,458141.0,29.18196568255312,61,61
AI-0825,Generic,Mid,2053128.5050000001,47053.99000000002,32.05421846793146,85,85
AI-0366,Generic,Mid,2044133.5,17552.5,31.447426030759377,126,123
R-1781,Branded,Low,2035699.8050000002,63953.22999999998,33.545827760676694,2031,1987
AI-1107,Generic,Mid,2029213.605,440538.245,35.187494616562034,276,276
AI-0590,Generic,Low,2022276.8600000003,83785.38000000032,34.52945612798754,1161,1161
AI-0158,Generic,Premium,2016000.0,122182.0,32.00006285717279,1,1
AI-0411,Generic,Mid,2012646.725,163931.825,30.150260626959696,108,108
R-0213,Branded,Mid,2009230.6800000004,71198.76499999998,34.999659567650895,162,162
AI-0965,Generic,Mid,2004617.075,19960.525,30.561595804065703,148,148
R-2821,Branded,High,1996775.5,291891.5,37.326278772378515,92,92
AI-1605,Generic,High,1992711.0,192841.0,37.49946524064171,11,11
R-4881,Branded,High,1991948.65,174740.65,35.41604681045979,41,41
R-5274,Branded,High,1991310.75,221256.75,37.5,11,11
AI-1565,Generic,Low,1985829.62,20669.68,29.573324701427932,333,333
AI-1279,Generic,Mid,1981525.645,37768.3,35.30208065779229,92,92
AI-0581,Generic,Mid,1968459.875,213131.75,35.90359247747229,110,110
R-5132,Branded,Premium,1964556.0,340956.0,21.0,2,2
AI-1393,Generic,Mid,1963978.1199999996,68615.12,33.07867186029339,53,53
R-1613,Branded,High,1963897.75,126567.75,37.041486188198796,12,12
AI-0399,Generic,Mid,1938561.0300000005,89262.36000000006,33.778250658782426,361,357
AI-1327,Generic,Mid,1938098.2,24689.8,34.26585350369952,44,44
AI-0180,Generic,Mid,1936975.5,24998.5,34.011564625850355,147,147
R-5280,Branded,Mid,1936951.0,18503.0,10.003586468601045,49,49
R-1580,Branded,Mid,1932960.115,35120.095,35.186608015640275,31,31
R-1509,Branded,High,1918691.9499999997,388843.19999999995,33.396984565558185,82,82
R-1539,Branded,High,1917477.185,496880.185,35.00058941820955,33,33
R-4921,Branded,High,1907835.0,33455.8,23.750425942753292,8,8
R-2805,Branded,Mid,1905577.625,38404.475,32.41490876287929,91,91
AI-1392,Generic,Mid,1902903.44,57786.24999999999,30.7246580327318,82,82
R-3572,Branded,High,1895613.25,471943.25,33.40768824131893,27,27
AI-1151,Generic,Mid,1894840.125,51547.5,35.077064407471674,101,101
R-5128,Branded,Premium,1890000.0,146364.0,10.000040857304715,5,5
R-3749,Branded,Premium,1886001.0,494865.0,35.850428214906245,10,10
AI-1362,Generic,Mid,1880947.6350000002,107597.49999999999,36.1503580876499,78,78
R-3585,Branded,Premium,1878163.0,425039.0,29.250015827967882,2,2
AI-1020,Generic,Mid,1870907.835,155299.46000000002,33.798733101525066,91,89
R-1542,Branded,High,1864018.8399999999,448345.83999999997,32.06037476127852,91,91
R-0641,Branded,Premium,1858605.8399999999,56321.64,32.00020454080589,2,2
R-1222,Branded,High,1853784.0,112352.0,36.714921482611736,7,7
R-1541,Branded,High,1847364.0,461164.0,33.29425890014125,51,51
R-0581,Branded,Premium,1846350.0,223800.0,37.5,4,4
AI-1274,Generic,Low,1846339.4649999992,45877.77500000016,34.84834682935684,1574,1573
AI-1460,Generic,High,1844480.6149999981,325033.48500000016,21.742161971557582,209,209
R-4635,Branded,Premium,1832016.375,136265.75,37.500034399724804,3,3
R-0074,Branded,Low,1827331.6399999997,74439.83500000002,35.97596746447301,1290,1230
AI-1360,Generic,Mid,1826201.7249999996,131609.94999999998,35.64945367459967,165,165
R-0109,Branded,Mid,1820864.4,74772.07999999999,26.480079035577777,95,95
R-2081,Branded,High,1820245.96,360852.83499999996,35.5450547241381,78,78
R-2006,Branded,Mid,1818102.25,23742.75,36.90385879641079,89,89
AI-0060,Generic,Premium,1814669.625,463709.625,37.17643325797599,17,17
AI-0748,Generic,High,1808224.5,240423.5,29.87357802103455,45,45
R-4684,Branded,Mid,1807493.0500000007,108646.99999999994,32.41780851530348,437,436
R-4819,Branded,Premium,1801800.0,163800.0,10.0,3,3
AI-0690,Generic,Mid,1801380.0,16380.0,37.51202308432188,14,14
R-2735,Branded,Mid,1801224.0,19938.0,31.900800000000004,10,10
R-0129,Branded,Mid,1800606.0,44510.0,33.099055670509095,20,20
R-0177,Branded,Mid,1790935.09,59248.039999999986,33.24615993336392,124,124
AI-1382,Generic,High,1789681.0,437303.0,32.09681089214283,93,93
AI-0504,Generic,High,1787805.0,140918.0,35.53223463912537,28,28
R-2008,Branded,Mid,1783674.875,41869.1,36.163859794291646,33,33
R-0268,Branded,High,1776272.0,317547.0,30.083333333333332,18,18
R-2228,Branded,High,1773835.25,450653.25,34.050000000000004,66,66
AI-0739,Generic,Low,1773586.58,45122.36,32.767010971054994,504,503
R-1046,Branded,High,1772747.6,21542.04,30.167449681381573,6,6
R-0863,Branded,High,1764693.5,395138.5,29.74679718405679,51,51
R-3584,Branded,Premium,1758166.0,479500.0,37.500019551626465,2,2
R-0973,Branded,Mid,1757736.0,20548.0,36.88552125245999,131,131
R-0056,Branded,Low,1752091.875,27685.5,37.32298938898416,639,639
R-1894,Branded,Mid,1750170.0,17757.25,30.900438596491227,20,20
R-1057,Branded,Mid,1741442.25,30839.2,28.47848384725185,25,25
R-1782,Branded,Mid,1739447.5400000003,441551.54000000004,34.802245466697855,452,452
R-0555,Branded,Premium,1726541.08,395000.08,32.91680539398558,12,12
AI-0335,Generic,Low,1726067.5400000005,35242.18000000001,29.04561714367845,338,338
AI-1401,Generic,Low,1720538.53,105143.43999999997,33.52104162415843,1352,1351
AI-0001,Generic,Mid,1699436.0,121179.0,35.740102242119384,65,65
R-1628,Branded,Mid,1699369.1650000003,192100.33499999996,33.24548873180802,141,140
R-1052,Branded,Premium,1695735.0,423735.0,33.3125,8,8
R-1346,Branded,Mid,1685349.5,56022.0,33.59772767236881,182,182
R-2496,Branded,High,1677949.5,445264.5,36.124737805808444,52,52
R-0008,Branded,Mid,1673256.32,51923.17999999999,34.16539782675517,38,38
AI-0964,Generic,Mid,1672076.33,16480.084999999995,34.05531154792687,64,64
AI-1568,Generic,Low,1671915.77,22799.08,31.3566133491036,799,798
AI-0703,Generic,Low,1667016.4050000007,29069.729999999952,34.32787374664341,1194,1191
R-4675,Branded,High,1663874.6800000002,236982.63999999998,32.57888581101878,19,19
AI-0645,Generic,Mid,1661930.269999999,237815.26999999984,31.542810882249523,298,289
R-1533,Branded,Mid,1658624.0,51264.0,36.062116402116374,75,75
R-0117,Branded,High,1655547.625,408672.625,32.717873240413276,46,46
R-1338,Branded,High,1654328.0,32728.0,37.50027606616754,3,3
AI-0480,Generic,Low,1653198.0,12913.749999999998,34.950232388114365,491,491
R-1982,Branded,Mid,1644290.55,57181.675,51.34387626262579,672,672
AI-0211,Generic,High,1641250.0,168750.0,28.125,12,12
R-4932,Branded,Mid,1639848.0,2403.959999999999,9.696923540592914,6,6
R-2966,Branded,High,1637962.0,249720.0,36.69006608910043,29,29
R-4342,Branded,Mid,1633185.4649999999,424129.465,36.886421016681965,235,235
R-1265,Branded,Mid,1628318.125,21734.0,35.52204081632653,25,25
R-4220,Branded,Premium,1623042.0,295098.0,37.49990469292059,2,2
R-0002,Branded,High,1618453.7399999998,55170.219999999994,28.3998859571821,5,5
R-1449,Branded,Mid,1618144.0,42416.0,37.07692307692308,286,286
AI-0073,Generic,Mid,1617225.1250000002,372312.34499999974,32.108139592176094,434,431
R-0775,Branded,Mid,1615995.0,15161.25,36.04624961388068,103,103
AI-0648,Generic,Mid,1607693.2800000003,276114.17999999993,34.18514523807629,144,144
AI-0100,Generic,High,1597488.75,14522.625,37.5,1,1
R-1911,Branded,High,1585007.32,207382.32,36.45403888737222,54,54
AI-0095,Generic,Mid,1583706.13,42543.675,35.43713544230925,293,292
R-3420,Branded,High,1567646.35,441053.25,36.84389489870129,67,67
R-1204,Branded,Low,1565939.5499999986,26104.824999999986,32.89664627425024,1344,1244
R-1998,Branded,Mid,1561454.0,52903.8,35.05420090113964,98,98
R-1629,Branded,Mid,1555975.8750000002,54652.925,33.52903941400773,183,183
R-1313,Branded,High,1555369.75,113464.375,35.61040596916634,27,27
R-0003,Branded,Premium,1549719.3,270469.3,21.279112900019875,3,3
AI-1545,Generic,Low,1549001.29,32413.065000000002,28.796689653525387,384,382
R-2119,Branded,Mid,1539588.0,13469.0,37.10125265680821,27,27
R-1465,Branded,High,1537510.0,292305.0,41.658974358974355,9,9
R-0198,Branded,Low,1531082.8928399999,41995.147399999994,37.30970342710563,349,349
R-1143,Branded,High,1525040.0,105800.0,36.736111111111114,36,36
R-1693,Branded,Mid,1520599.1,14239.689999999999,28.32955669662233,12,12
AI-0087,Generic,Mid,1517695.0,63720.0,27.467411545623836,81,81
R-1292,Branded,Mid,1513899.35,25139.530000000002,33.35343129238442,44,44
R-1615,Branded,Mid,1513438.75,42779.18000000001,31.87113771536012,73,73
R-0971,Branded,Mid,1510500.0,6039.0,37.47440273037544,11,11
R-3109,Branded,Premium,1497080.0,157035.0,37.4995522548446,5,5
R-1233,Branded,Premium,1488838.935,200487.77000000002,36.71419415210676,7,7
AI-1599,Generic,Low,1488313.600000001,13726.199999999963,10.051170512335606,824,738
AI-1600,Generic,High,1487347.0,71583.0,37.4996071035675,3,3
AI-1317,Generic,Mid,1482779.25,16451.75,35.997628752035126,11,11
R-3762,Branded,Mid,1478128.75,365995.75,33.12229690411522,187,187
AI-0676,Generic,High,1470548.5,90570.5,36.84133485527516,25,25
R-0536,Branded,High,1466271.3199999998,48250.36000000001,29.799624808741875,5,5
AI-0726,Generic,Mid,1463901.0,20980.0,35.04868270332192,97,97
AI-0664,Generic,High,1461638.7000000002,303225.1,26.972171774305664,38,35
AI-0875,Generic,Low,1460737.15,41478.784999999996,34.00009563382481,761,754
R-1547,Branded,High,1458987.2,361177.2,32.916964963662004,18,18
R-1108,Branded,High,1448051.5,364584.5,35.74032538578151,61,60
AI-0266,Generic,Premium,1444136.0,210211.0,21.00009445100354,5,5
R-5087,Branded,Premium,1443622.0,322964.0,31.53637340103506,14,14
AI-0315,Generic,Mid,1438546.5,14750.75,35.14582524323861,7,7
AI-0962,Generic,Mid,1438145.3049999997,33459.09500000001,33.57122288443401,42,42
R-5269,Branded,Mid,1425638.0,25446.0,36.343640648432476,19,19
R-1820,Branded,Mid,1409398.375,10890.175,36.9564322469983,53,53
R-1563,Branded,Mid,1397092.06,143375.7,31.374336957092606,72,72
AI-1558,Generic,Premium,1392312.625,379721.625,37.5,1,1
AI-1266,Generic,Low,1391267.43,15398.834999999981,31.095567069660316,126,126
R-4540,Branded,High,1388970.0,344970.0,33.03125,32,32
R-0127,Branded,High,1387590.0,25896.0,35.6694214876033,6,6
R-1584,Branded,Low,1385210.1600000004,40159.82000000002,37.482390392382726,642,603
R-3393,Branded,Mid,1384146.2,14715.24,26.08382652221463,13,13
R-4777,Branded,High,1381713.3199999996,272273.79500000004,28.594642444683174,105,105
R-1439,Branded,Mid,1379904.0,32031.0,34.09259259259262,45,45
R-0910,Branded,High,1377354.9849999999,344917.985,33.42560937005381,27,27
R-4405,Branded,Mid,1375952.375,328845.5,180.38402461445472,430,430
R-1429,Branded,High,1375951.0,296988.5,33.833276372750056,12,12
AI-1575,Generic,High,1374633.0,342543.0,35.63416444949065,56,56
R-1715,Branded,Low,1373775.3388,45063.010519999996,36.685395390782226,386,375
R-4619,Branded,Mid,1370250.25,310891.25,30.050867526944124,209,209
AI-1569,Generic,High,1359450.0,157040.0,34.89700228883807,55,55
R-1849,Branded,High,1357840.0,14967.0,33.37473512865349,4,4
R-4677,Branded,High,1352175.0,362175.0,36.583333333333336,18,18
R-1491,Branded,High,1334300.0,120900.0,35.55882352941177,17,17
R-0352,Branded,High,1322494.22,35935.31,33.833564173591874,6,6
R-1099,Branded,Premium,1320690.0,317815.0,37.500307276302856,8,8
R-2309,Branded,Low,1319505.9250000003,37344.935,35.95914205745978,334,334
R-2245,Branded,High,1318568.0,329712.0,33.37503079234872,36,36
R-1339,Branded,Mid,1306528.0,42631.0,36.98024527907463,127,127
R-1224,Branded,Mid,1306262.21,191036.36000000002,33.652805078456744,95,95
R-4858,Branded,Mid,1304732.4,15437.799999999997,13.895743919885549,24,24
R-2282,Branded,Mid,1301496.0,12198.800000000007,27.86427578030595,23,23
R-1033,Branded,Premium,1294070.0,106846.0,37.49996429847156,3,3
R-0141,Branded,High,1286844.0,106778.0,36.96556785687085,31,31
R-0224,Branded,Mid,1280388.4,24910.879999999997,34.97860436347278,24,24
R-2159,Branded,High,1278648.75,321076.75,33.571477174388264,14,14
R-0064,Branded,Mid,1272490.8,29131.56,36.29829545454545,132,132
R-3130,Branded,High,1272329.75,287416.75,33.71881752817466,16,16
AI-0178,Generic,High,1271782.02,245749.52,36.803545859327286,89,89
R-5320,Branded,Premium,1271105.0,220605.0,21.0,1,1
R-2221,Branded,Mid,1270984.0,15560.0,36.464191976003,16,16
R-5291,Branded,Mid,1267232.6,12911.8,36.598072562358276,12,12
AI-1390,Generic,Low,1266169.1749999998,69590.225,32.75599709414187,613,613
R-0879,Branded,Mid,1266011.4999999998,15403.009999999997,32.75761725021659,73,73
AI-0499,Generic,High,1264338.125,174094.925,33.541156291204075,11,11
R-3286,Branded,High,1263240.0,339240.0,36.714285714285715,21,21
AI-0109,Generic,Mid,1260362.0,80528.0,35.94769433263096,53,53
R-5300,Branded,High,1258560.0,5720.0,37.49344520188778,2,2
R-3391,Branded,High,1258252.0,316752.0,33.497743902439026,40,40
AI-0291,Generic,Mid,1257325.8400000003,159982.15999999997,33.42292232482347,65,65
R-1471,Branded,Low,1257064.0,6093.0,36.50251617541346,107,107
R-0792,Branded,High,1252377.45,18083.629999999997,32.641940216394644,7,7
AI-0832,Generic,Mid,1251958.32,25319.519999999953,30.056410256410256,130,130
R-3267,Branded,Low,1250660.0,18772.0,37.397402183441066,178,178
R-3884,Branded,Mid,1248834.75,327406.0,35.92412123954887,273,272
R-1997,Branded,High,1246198.3599999999,308138.36,32.78513994745185,42,42
AI-0485,Generic,Low,1239560.95,30576.399999999972,34.275401309299184,756,756
AI-0301,Generic,Mid,1238750.0,51566.0,36.40432621710155,39,39
R-2392,Branded,High,1237399.0,80907.0,35.76302190883908,19,19
R-2486,Branded,High,1235764.0,382432.0,114.77551020408164,7,7
AI-0049,Generic,Mid,1231579.13,315980.25500000024,35.24233834948114,336,315
R-5145,Branded,Mid,1231568.44,33812.479999999996,30.362759779392956,44,44
AI-1197,Generic,Low,1230496.9449999991,48800.422000000006,32.23472002963415,2615,2605
R-0808,Branded,Mid,1227930.0,41740.0,32.855555555555554,45,45
R-1318,Branded,High,1227732.41,328276.41,36.51750886557588,28,28
R-1220,Branded,Low,1225270.2196,35524.167312,35.81588312866784,813,708
R-0919,Branded,High,1222330.5,313681.5,33.77521069456552,31,31
R-5001,Branded,High,1221031.0,10572.0,23.750898634076204,4,4
AI-0183,Generic,Mid,1214534.2,28836.35,48.98725898241734,193,189
R-3375,Branded,Premium,1212200.0,202350.0,30.428571428571427,7,7
R-1850,Branded,Mid,1207414.4,26212.839999999997,29.78965091478058,13,13
AI-0390,Generic,Mid,1189610.0,18360.0,36.776117426557455,54,54
AI-0374,Generic,Low,1185191.65,21061.12499999999,36.440123625802165,634,633
AI-0094,Generic,Low,1181953.575,30615.215,32.79326145552573,371,370
R-3322,Branded,Premium,1175238.0,79471.0,37.500119957583,3,3
R-1733,Branded,Low,1174714.7400000002,55223.64000000002,31.643392961846647,491,491
R-0950,Branded,Mid,1174161.110000003,331792.9099999999,48.39173722258714,411,405
R-0355,Branded,High,1172105.0,209821.0,37.31219068924618,29,29
R-2497,Branded,Mid,1167891.4,20408.2,34.74704152011519,12,12
AI-1058,Generic,Mid,1167114.3599999999,284078.36,32.555778721747046,191,191
R-0345,Branded,Mid,1165166.0,34743.25,37.00157379466477,96,96
AI-1578,Generic,Mid,1154040.0,6360.0,10.519699626186778,38,38
AI-0710,Generic,Mid,1149446.65,25074.675000000003,32.41617250673855,53,53
R-2485,Branded,Mid,1147855.9,23070.364999999998,30.998829039812644,11,11
R-2885,Branded,High,1142596.0,17701.0,29.79763501342462,5,5
AI-1181,Generic,Mid,1137296.0,19817.75,34.6963152327221,80,80
R-0263,Branded,High,1136871.38,286747.38,35.02946485001134,69,69
R-0150,Branded,High,1134660.0,10719.0,26.49807178878671,2,2
R-4660,Branded,Premium,1134168.75,154659.375,37.5,1,1
R-5276,Branded,High,1128373.0,104034.0,36.125,36,36
R-3339,Branded,High,1126161.125,258482.75,36.583132725173854,12,12
AI-0477,Generic,Mid,1125124.0,73294.0,33.16470588235294,85,85
R-2414,Branded,Mid,1114754.55,20382.934999999998,32.647440794499616,17,17
R-1933,Branded,Mid,1114410.0,18480.8,30.896131032305256,20,20
R-2114,Branded,Mid,1113823.75,16116.55,34.498936735778834,11,11
R-0126,Branded,Mid,1113093.72,16663.185,29.993570503550337,10,9
AI-0689,Generic,Mid,1109286.56,16525.120000000003,35.28556908936158,36,36
AI-1132,Generic,Low,1103253.6,7544.800000000002,35.72348484848485,330,330
R-2380,Branded,Mid,1101782.15,14987.41,32.45704713885224,12,12
R-1838,Branded,Mid,1098729.8900000001,230250.88999999998,35.015368515183106,129,129
R-4157,Branded,Premium,1096562.0,299062.0,37.49993265993266,3,3
R-1490,Branded,Low,1096159.725,37276.36,34.364809727392434,542,537
R-5062,Branded,Premium,1090320.0,264320.0,32.0,7,7
R-4883,Branded,High,1089701.6,183236.6,20.214415338705855,35,35
R-0891,Branded,Mid,1086657.5,20948.975,33.11043938675518,18,18
AI-0455,Generic,Mid,1083147.47,137253.18,36.44438012798381,130,130
AI-1294,Generic,Mid,1081343.325,141146.65000000002,34.6504796928394,112,112
R-4625,Branded,Mid,1079755.445,193000.41,35.89457942818226,94,94
AI-1522,Generic,Mid,1066010.0,10447.599999999999,20.704716607213633,10,10
AI-0296,Generic,High,1061777.4,63770.899999999994,34.00026959991372,10,10
R-0625,Branded,Mid,1060624.82,47515.670000000006,49.62788550323179,171,171
AI-0738,Generic,Mid,1059077.05,251143.05,38.49856057540181,308,307
AI-0307,Generic,Low,1058083.055,23532.83,36.86570296656144,233,233
R-3159,Branded,Mid,1050789.165,190502.79,35.36543395558701,89,89
AI-0793,Generic,High,1049123.0,133874.0,37.49980694980695,4,4
AI-1220,Generic,Mid,1043935.2199999997,39917.070000000036,26.18385691485904,344,344
AI-0709,Generic,Premium,1043700.25,189763.125,30.428458382039544,7,7
R-0917,Branded,Low,1042452.8,15557.2,37.6296242599978,445,444
R-4994,Branded,Premium,1036058.0,148058.0,16.673198198198197,3,3
R-4690,Branded,Mid,1032770.0,14223.0,32.786813186813184,7,7
AI-1041,Generic,Mid,1027065.54,98952.03,36.340881388923506,76,76
AI-0490,Generic,High,1008414.0,141850.0,37.07624349826185,13,13
R-1492,Branded,High,1005799.75,86186.5,37.176755280832,17,17
AI-0447,Generic,Mid,1004582.995,243227.875,34.31747546194399,105,105
R-0130,Branded,High,1002452.75,86580.25,33.963710065583705,14,14
AI-0712,Generic,High,1000118.75,104773.0,36.09579839685476,31,31
R-1948,Branded,Mid,996904.0,70320.0,37.504000000000005,30,30
R-0332,Branded,High,996183.5,48874.5,28.333043478260873,3,3
R-2469,Branded,Mid,989951.5000000001,45241.070000000014,35.1376385574154,253,253
R-3934,Branded,High,989747.3,245121.3,35.31860357988944,36,35
R-3202,Branded,Mid,986170.0,8491.2,32.68470794259087,8,8
R-1443,Branded,High,986097.0,208196.0,29.707824637705972,12,12
R-5226,Branded,High,985650.0,6795.0,26.004525294378823,2,2
R-3283,Branded,High,975673.75,214296.75,37.07684521955777,26,26
R-5211,Branded,Mid,975474.0,97854.0,36.49525599713568,72,72
R-4980,Branded,Premium,965800.0,43900.0,10.0,1,1
R-2409,Branded,High,962500.0,105000.0,37.5,4,4
R-4804,Branded,Mid,961418.725,88077.1,37.181994342443495,102,102
R-2941,Branded,Mid,959706.0,3258.0,30.166666666666668,3,3
R-4758,Branded,High,956596.0,248756.0,35.14297016274865,14,14
R-0608,Branded,High,950370.39,237832.39,33.375504358994576,28,28
R-3051,Branded,Mid,940679.3599999998,30099.605,32.302987861811374,221,221
R-0267,Branded,Mid,940318.9,42391.09,33.57657413971073,45,45
AI-1473,Generic,Mid,939558.2050000001,51082.23,41.205170233773984,455,455
AI-1032,Generic,Mid,938080.2749999999,92781.22499999999,34.56942056102015,139,139
R-0040,Branded,High,936975.6,195943.6,26.4789640051042,28,28
R-0192,Branded,Mid,928868.4,17561.0,31.00034247393164,22,22
R-1430,Branded,Mid,924033.25,16228.125,32.91774840689166,114,114
R-2229,Branded,High,924000.5,231280.5,33.46669384842771,21,21
AI-0448,Generic,Mid,918584.562,22232.323,34.26476683937826,169,169
R-3929,Branded,Premium,916136.0,119496.0,15.0,4,4
AI-0194,Generic,Low,914929.0,6040.0,35.95238095238094,75,75
R-2272,Branded,Mid,909259.735,19432.420000000002,35.90865499880127,97,97
AI-1232,Generic,Premium,908899.875,243445.875,36.583426502808614,6,6
AI-1130,Generic,Mid,905441.9400000001,113043.72,36.15779170931423,80,80
R-1564,Branded,High,903367.0,15752.0,37.50116063138347,4,4
R-0423,Branded,Low,901341.8199999998,42256.83500000001,36.62337329174342,445,391
R-1627,Branded,Mid,896704.0099999999,33713.55,33.14790799659282,53,53
R-0233,Branded,High,895565.26,222772.26,32.91607114115565,30,30
R-3331,Branded,Premium,893750.0,243750.0,37.5,1,1
R-4586,Branded,High,893750.0,243749.0,37.49978846186389,11,11
AI-0134,Generic,Mid,891179.5,68759.5,37.07990897128925,51,51
R-0244,Branded,High,888758.8,33601.76,30.427859958575763,14,14
R-0396,Branded,High,887547.4,224175.4,33.704200195835284,22,22
R-4912,Branded,Low,883937.125,3915.875,-8.333190741818099,3,3
R-1794,Branded,Mid,881439.8700000001,121675.22,35.85516232549787,125,125
R-4537,Branded,High,881254.0,227304.0,34.75,16,16
R-5172,Branded,High,881100.0,14850.0,10.0,5,5
R-2529,Branded,High,880000.0,195000.0,37.5,13,13
AI-0556,Generic,Mid,877068.0,19943.2,34.82920013971357,35,35
R-3251,Branded,High,874744.75,62008.75,32.66782041556033,12,12
AI-0345,Generic,Mid,874414.5,14159.25,37.50169185653056,13,13
R-1870,Branded,Mid,871017.25,12733.75,32.78422265893574,14,14
AI-0408,Generic,Mid,867285.09,84205.51000000001,33.61081462972645,53,53
R-0023,Branded,Mid,865883.9449999995,149232.04000000012,30.10237011606855,188,188
R-5278,Branded,High,862400.0,14935.0,32.00471445408765,5,5
R-4922,Branded,High,861030.0,6958.0,32.00110380352297,1,1
R-1470,Branded,Mid,857737.8400000001,21523.64,31.90105231954942,65,65
R-3128,Branded,High,851026.0,171808.0,36.888459473966726,9,9
R-0869,Branded,Mid,850800.0,24985.5,30.62500000000001,20,20
AI-0532,Generic,Mid,846530.5,225530.5,36.31731078904991,90,90
AI-0138,Generic,Mid,846450.0,7425.0,37.5,11,11
R-0291,Branded,High,846395.0,44465.0,35.78125,16,16
R-0134,Branded,Mid,844476.47,30119.33,34.999775965677145,11,11
R-4681,Branded,High,844425.0,218502.0,34.90876673328831,51,51
R-5321,Branded,Mid,839328.0,9582.0,36.670493685419046,26,26
AI-0746,Generic,High,838524.0950000001,188602.095,29.019189225784018,26,26
R-4552,Branded,Mid,838358.9,132896.645,35.92209888604626,402,400
AI-0223,Generic,High,834648.0,33724.0,32.00106277992864,6,6
AI-0742,Generic,Mid,833489.2000000001,33326.7,34.84701313899676,55,55
R-0053,Branded,High,831195.0,109494.0,36.686854881869195,27,27
R-2009,Branded,Mid,823791.0,12209.0,32.68633540372671,8,8
AI-0271,Generic,Low,817429.625,12166.75,35.90989713789217,194,194
R-2244,Branded,High,815787.5,200287.5,32.55,20,20
R-2047,Branded,High,815022.67,209308.74000000002,30.949713659502255,68,66
R-2491,Branded,High,812932.655,214228.655,35.7804855041493,16,16
R-1963,Branded,Low,811310.4400000001,28644.945000000003,35.928342321384555,386,347
AI-1160,Generic,Premium,809174.0,121756.0,31.99978974480275,3,3
R-2083,Branded,Mid,805935.6950000001,27181.815000000002,31.70411376210205,54,54
R-0601,Branded,Low,804212.1475000001,41579.79999999999,34.14475144317609,1600,1600
R-0822,Branded,Premium,803586.3200000001,97404.16,31.99989487136526,3,3
R-1591,Branded,Mid,799007.75,24699.0,34.00482093663912,33,33
R-0289,Branded,Mid,798380.0,8835.0,37.5,31,31
R-1845,Branded,High,798011.16,42846.88,35.666314461699756,12,12
R-0540,Branded,High,797327.0,10125.0,20.999253359880537,3,3
R-4387,Branded,High,792528.0,202003.0,35.513888888888886,36,36
AI-1471,Generic,High,791701.3599999996,164164.52000000008,28.015889158874227,75,75
R-3197,Branded,Mid,790101.375,28298.0,36.399820555658685,15,15
AI-1544,Generic,Low,787517.6799999999,19477.864999999998,32.90627542883201,539,539
R-0266,Branded,High,786541.2,131847.575,34.20014800683486,20,20
R-3880,Branded,Mid,785431.25,204377.25,35.551801282346936,163,163
R-3931,Branded,High,782057.0,94118.0,36.40119137602131,15,15
R-0307,Branded,High,781473.7,191211.95,34.07981094528867,94,94
R-0709,Branded,Premium,777480.0,94240.0,32.0,2,2
R-0407,Branded,High,773889.0,190284.0,32.73351415516388,15,15
R-4255,Branded,High,772291.0,200591.0,35.05510317530739,9,9
R-1637,Branded,Mid,771477.5750000001,30303.41999999999,33.69385501953086,202,202
R-0338,Branded,High,770058.71,190765.71,33.56920718613357,63,63
R-0532,Branded,High,769327.0,174526.0,31.17562277580072,20,20
AI-0859,Generic,Mid,765337.1250000001,26206.649999999994,42.160873250934074,95,95
R-0516,Branded,Mid,764915.6,8542.560000000001,33.834600760456276,6,6
R-2899,Branded,High,763537.5,229350.0,34.75,22,22
R-4920,Branded,Mid,760320.0,3744.0,17.333333333333332,3,3
R-5008,Branded,High,760000.0,207271.0,37.499570313842774,19,19
R-0680,Branded,High,757638.0,86602.5,34.20049759102756,5,5
AI-0054,Generic,High,748792.0,45382.0,32.000620522367015,2,2
R-2540,Branded,Mid,747735.5,51287.5,35.616319444444436,32,32
